,Year,Team,effective-field-goal-pct,ftm-per-100-possessions,offensive-rebounding-pct,defensive-rebounding-pct,assists-per-fgm,effective-possession-ratio,RPI,win-pct-all-games,win-pct-close-games,SOS,Last 10,average-scoring-margin,offensive-efficiency,AdjO,defensive-efficiency,AdjD,EffM,AdjEM,points-per-game,opponent-points-per-game,PFAM,true-shooting-percentage,opponent-true-shooting-percentage,TS%M,shooting-pct,opponent-shooting-pct,FG%M,three-point-pct,free-throw-pct,total-rebounding-percentage,steals-perpossession,turnovers-per-possession,opponent-turnovers-per-possession,TOM,block-pct,personal-fouls-per-possession
32,2009,UCLA,55.7%,19.031,34.8%,70.9%,0.557,0.967,,0.743,0.600,,,+11.5,1.127,,0.956,,,,75.5,64.0,,116.7%,106.4%,,49.0%,44.5%,,39.9%,72.4%,52.7%,12.1%,18.0%,22.5%,,6.1%,25.5%
33,2009,Marquette,51.2%,26.973,33.8%,71.1%,0.575,0.991,,0.714,0.500,,,+8.8,1.106,,0.982,,,,78.3,69.5,,111.4%,106.9%,,45.2%,44.9%,,34.7%,72.8%,51.9%,11.1%,16.2%,20.7%,,5.0%,25.0%
34,2009,Texas A&M,50.4%,25.473,35.2%,72.7%,0.517,0.974,,0.697,0.500,,,+4.4,1.055,,0.990,,,,71.6,67.2,,108.8%,103.5%,,44.9%,43.3%,,36.2%,69.0%,53.4%,7.0%,18.5%,17.5%,,6.9%,25.5%
35,2009,LSU,49.9%,21.569,36.3%,72.2%,0.565,0.999,,0.771,1.000,,,+8.6,1.065,,0.943,,,,74.8,66.2,,107.1%,99.0%,,44.8%,40.9%,,37.2%,71.6%,53.6%,10.8%,17.1%,18.5%,,10.6%,24.7%
36,2009,USC,50.8%,22.348,35.9%,70.6%,0.502,0.947,,0.629,0.500,,,+4.9,1.022,,0.949,,,,68.5,63.5,,108.4%,100.1%,,47.3%,40.5%,,32.6%,67.4%,53.9%,9.6%,20.6%,19.4%,,8.6%,24.7%
37,2009,California,54.0%,21.147,31.1%,70.7%,0.571,0.954,,0.667,0.429,,,+6.1,1.094,,1.005,,,,74.9,68.8,,115.0%,104.9%,,48.3%,44.2%,,42.7%,75.5%,51.7%,7.0%,17.5%,18.0%,,3.5%,24.7%
38,2009,Texas,48.5%,21.841,38.5%,69.8%,0.489,1.000,,0.657,0.400,,,+6.7,1.040,,0.943,,,,72.3,65.6,,103.7%,99.4%,,44.4%,40.7%,,32.8%,66.8%,53.6%,8.9%,17.9%,19.4%,,9.5%,27.7%
39,2009,Minnesota,49.5%,20.086,33.4%,68.8%,0.565,0.939,,0.656,0.714,,,+4.1,1.003,,0.941,,,,66.0,61.9,,106.4%,102.7%,,44.2%,40.5%,,33.0%,71.9%,50.8%,12.2%,20.7%,21.6%,,11.6%,27.0%
40,2009,W Kentucky,52.4%,19.567,37.5%,71.5%,0.528,0.976,,0.727,0.636,,,+4.9,1.071,,0.998,,,,72.5,67.6,,110.4%,105.2%,,45.3%,44.0%,,37.7%,69.3%,53.7%,8.4%,19.4%,19.2%,,5.9%,25.7%
41,2009,Michigan,50.3%,18.174,27.3%,68.1%,0.671,0.957,,0.588,0.714,,,+3.1,1.031,,0.983,,,,66.6,63.5,,107.5%,104.7%,,42.3%,43.7%,,33.4%,75.7%,47.3%,9.8%,17.1%,20.3%,,4.9%,23.8%
42,2009,Wisconsin,49.3%,21.300,29.8%,75.4%,0.531,0.982,,0.594,0.467,,,+4.0,1.041,,0.975,,,,63.1,59.1,,106.4%,105.6%,,43.0%,44.2%,,35.5%,72.7%,51.8%,8.0%,15.7%,18.7%,,5.1%,26.7%
43,2009,VCU,52.1%,20.933,30.4%,68.6%,0.543,0.952,,0.706,0.462,,,+8.4,1.051,,0.929,,,,71.8,63.4,,110.7%,98.8%,,46.1%,39.7%,,36.9%,70.5%,49.8%,11.1%,18.2%,20.6%,,8.4%,28.2%
44,2009,Maryland,47.0%,18.581,32.6%,64.1%,0.554,0.987,,0.600,0.500,,,+2.7,1.008,,0.971,,,,71.8,69.1,,101.7%,102.4%,,42.4%,42.2%,,33.3%,75.8%,48.7%,10.7%,16.9%,21.3%,,7.0%,23.3%
45,2009,Cleveland St,46.9%,21.331,32.1%,68.0%,0.567,0.968,,0.676,0.600,,,+4.9,0.989,,0.915,,,,65.3,60.4,,102.0%,100.9%,,42.6%,41.5%,,30.4%,70.5%,49.3%,13.0%,18.3%,23.5%,,6.2%,27.7%
46,2009,Boston Col,49.7%,22.887,39.3%,63.6%,0.571,0.991,,0.647,0.700,,,+3.9,1.069,,1.014,,,,74.4,70.5,,107.7%,102.2%,,44.2%,42.6%,,33.3%,73.8%,51.8%,8.8%,18.9%,17.9%,,7.3%,26.0%
47,2009,N Iowa,51.6%,24.703,26.7%,74.4%,0.536,0.936,,0.667,0.692,,,+3.4,1.051,,0.998,,,,67.3,63.9,,112.5%,104.2%,,45.2%,42.0%,,34.4%,75.7%,52.0%,6.7%,18.0%,16.6%,,4.5%,28.5%
48,2009,Miss State,50.0%,22.609,30.4%,67.6%,0.502,0.945,,0.629,0.400,,,+4.5,1.007,,0.946,,,,73.6,69.1,,107.8%,95.3%,,42.8%,39.6%,,35.9%,70.4%,49.0%,9.4%,19.3%,18.3%,,11.5%,23.2%
49,2009,Arizona,53.0%,22.521,33.8%,66.9%,0.557,0.956,,0.600,0.375,,,+3.1,1.089,,1.043,,,,72.3,69.2,,113.5%,106.6%,,47.4%,43.8%,,38.7%,73.8%,51.6%,9.3%,18.9%,17.7%,,5.1%,23.6%
50,2009,American,53.7%,16.420,30.0%,73.5%,0.561,0.927,,0.750,0.857,,,+5.4,1.018,,0.932,,,,64.5,59.1,,111.1%,99.5%,,46.5%,39.7%,,37.4%,64.8%,51.8%,8.7%,20.2%,19.8%,,4.9%,28.5%
51,2009,Ste F Austin,47.3%,16.020,24.8%,73.3%,0.522,0.947,,0.714,0.778,,,+5.4,0.949,,0.869,,,,63.5,58.1,,100.1%,95.4%,,42.5%,38.9%,,30.9%,66.2%,49.0%,8.8%,17.0%,21.0%,,5.9%,27.1%
52,2009,N Dakota St,54.3%,22.832,30.8%,74.9%,0.519,0.966,,0.774,0.500,,,+9.5,1.120,,0.986,,,,79.0,69.5,,115.8%,105.9%,,48.1%,45.2%,,40.3%,74.4%,53.0%,9.7%,16.3%,17.8%,,5.5%,23.2%
53,2009,Binghamton,49.4%,22.066,29.8%,65.7%,0.493,0.946,,0.710,0.875,,,+2.1,1.003,,0.973,,,,69.6,67.5,,106.0%,102.3%,,43.8%,41.4%,,33.5%,68.2%,48.4%,10.3%,18.9%,21.0%,,7.5%,29.1%
54,2009,Akron,48.1%,20.914,31.4%,64.5%,0.541,0.941,,0.629,0.300,,,+5.4,0.987,,0.907,,,,66.3,61.0,,104.2%,101.0%,,41.5%,40.7%,,33.2%,71.4%,48.9%,11.1%,20.0%,25.2%,,4.5%,30.8%
55,2009,Rob Morris,53.4%,19.935,30.6%,70.4%,0.609,0.909,,0.686,0.714,,,+5.1,1.022,,0.948,,,,70.5,65.4,,113.0%,104.3%,,47.3%,42.6%,,39.4%,70.4%,50.8%,12.5%,21.6%,22.7%,,6.6%,28.7%
56,2009,Portland St,53.5%,16.700,32.3%,69.1%,0.582,0.954,,0.667,0.700,,,+4.3,1.060,,0.998,,,,73.0,68.7,,111.3%,108.2%,,45.1%,45.7%,,37.7%,67.1%,49.4%,11.1%,19.2%,20.8%,,5.2%,24.7%
57,2009,E Tenn St,50.8%,22.704,31.1%,68.8%,0.451,0.959,,0.656,0.500,,,+7.5,1.051,,0.950,,,,78.0,70.5,,109.2%,103.1%,,45.8%,41.2%,,33.5%,71.1%,50.4%,11.2%,18.1%,22.0%,,6.3%,24.7%
58,2009,Cornell,53.5%,19.299,30.5%,70.6%,0.580,0.942,,0.655,0.500,,,+7.2,1.062,,0.956,,,,72.5,65.3,,113.4%,100.5%,,46.9%,42.0%,,40.3%,73.3%,52.1%,9.8%,19.0%,19.4%,,6.5%,26.4%
59,2009,Cal St Nrdge,51.6%,18.746,34.5%,69.1%,0.528,0.913,,0.533,0.571,,,+3.1,1.000,,0.958,,,,73.6,70.5,,109.2%,106.5%,,45.5%,42.2%,,36.1%,69.2%,52.3%,12.0%,23.7%,23.0%,,4.7%,29.7%
60,2009,Morgan St,46.4%,18.290,37.3%,69.3%,0.457,0.992,,0.647,0.500,,,+4.4,0.976,,0.912,,,,66.6,62.2,,98.7%,98.7%,,42.0%,40.7%,,33.7%,64.5%,52.3%,9.6%,18.7%,22.0%,,5.8%,28.1%
61,2009,Radford,49.8%,22.326,34.5%,73.1%,0.520,0.933,,0.600,0.571,,,+0.7,0.990,,0.981,,,,74.2,73.5,,106.8%,100.6%,,45.6%,40.5%,,34.5%,67.7%,54.4%,8.3%,21.8%,16.3%,,6.9%,24.6%
62,2009,Morehead St,47.8%,24.224,38.5%,73.1%,0.529,0.950,,0.529,0.364,,,+0.5,0.998,,0.991,,,,68.6,68.1,,105.2%,104.8%,,43.2%,42.4%,,32.7%,72.5%,55.6%,9.2%,22.6%,18.1%,,7.0%,27.3%
63,2009,Chattanooga,50.4%,23.238,31.2%,68.7%,0.536,0.934,,0.485,0.444,,,-3.1,1.008,,1.051,,,,74.2,77.3,,107.4%,109.5%,,43.3%,44.5%,,34.5%,65.3%,50.9%,8.1%,21.0%,18.5%,,3.6%,24.9%
64,2009,Alabama St,51.1%,18.341,31.9%,66.3%,0.539,0.955,,0.667,0.444,,,+5.2,1.012,,0.935,,,,68.6,63.4,,106.6%,94.0%,,46.0%,39.2%,,32.4%,63.0%,50.3%,8.4%,18.5%,18.5%,,6.0%,26.0%
0,2010,Ark Pine Bl,44.7%,24.244,33.4%,73.8%,0.581,0.912,,0.529,0.583,,,-0.6,0.913,,0.922,,,,63.7,64.3,,99.0%,101.0%,,40.8%,40.6%,,30.3%,66.8%,54.2%,9.7%,23.8%,19.6%,,7.0%,32.2%
1,2010,Baylor,54.4%,21.420,37.6%,69.6%,0.510,0.960,,0.771,0.778,,,+9.9,1.100,,0.956,,,,76.1,66.2,,115.3%,96.4%,,48.2%,38.7%,,38.1%,72.9%,54.0%,9.5%,19.8%,17.3%,,11.2%,25.8%
2,2010,Butler,51.0%,26.646,28.7%,73.9%,0.549,0.941,,0.868,0.833,,,+9.3,1.053,,0.910,,,,68.7,59.4,,111.7%,100.2%,,44.2%,41.6%,,34.2%,73.8%,52.1%,10.8%,18.1%,20.9%,,4.4%,27.6%
3,2010,BYU,54.9%,24.732,28.3%,74.7%,0.549,0.959,,0.829,0.500,,,+15.8,1.130,,0.914,,,,82.8,66.9,,118.6%,100.7%,,48.0%,41.1%,,41.4%,79.0%,52.6%,11.7%,15.4%,21.3%,,5.9%,24.0%
4,2010,California,53.3%,22.339,32.1%,70.1%,0.518,0.966,,0.686,0.429,,,+9.0,1.112,,0.982,,,,77.2,68.2,,114.1%,103.5%,,47.6%,43.5%,,37.4%,75.7%,52.6%,8.1%,17.1%,18.0%,,4.3%,24.4%
5,2010,Clemson,51.1%,18.889,35.7%,68.4%,0.532,0.955,,0.656,0.500,,,+8.9,1.028,,0.903,,,,73.4,64.5,,107.4%,100.0%,,45.3%,42.2%,,34.2%,66.1%,51.5%,13.2%,20.8%,23.7%,,8.5%,24.7%
6,2010,Cornell,56.6%,17.809,29.6%,71.7%,0.590,0.944,,0.844,0.857,,,+10.1,1.120,,0.969,,,,74.7,64.6,,118.2%,104.7%,,48.0%,42.7%,,43.3%,73.4%,51.5%,10.7%,18.0%,19.8%,,6.8%,27.0%
7,2010,Duke,50.5%,25.068,39.8%,70.2%,0.528,1.032,,0.875,0.667,,,+16.0,1.132,,0.896,,,,77.0,61.0,,110.0%,95.2%,,44.2%,40.0%,,38.5%,75.9%,54.2%,9.7%,15.7%,20.5%,,7.3%,26.5%
8,2010,E Tenn St,47.7%,21.379,33.7%,67.3%,0.445,0.953,,0.559,0.455,,,+1.7,0.977,,0.953,,,,69.1,67.4,,102.3%,104.0%,,43.2%,41.8%,,31.2%,65.7%,50.5%,11.8%,20.5%,22.9%,,5.7%,27.1%
9,2010,Florida,49.4%,20.123,35.5%,69.3%,0.538,0.987,,0.618,0.545,,,+5.8,1.047,,0.963,,,,72.2,66.4,,105.6%,102.2%,,44.4%,43.1%,,31.3%,70.3%,52.0%,10.4%,17.9%,19.5%,,4.8%,21.4%
10,2010,Florida St,50.5%,19.401,36.8%,70.0%,0.570,0.923,,0.688,0.800,,,+7.8,0.983,,0.870,,,,68.2,60.4,,106.4%,94.6%,,45.2%,37.7%,,33.5%,64.4%,53.7%,12.0%,23.7%,22.6%,,11.4%,25.9%
11,2010,Georgetown,55.7%,20.700,30.9%,69.7%,0.579,0.920,,0.676,0.250,,,+7.5,1.083,,0.973,,,,73.5,66.1,,117.1%,102.5%,,49.9%,41.7%,,38.7%,71.1%,51.8%,10.3%,20.1%,18.8%,,8.5%,25.1%
12,2010,GA Tech,50.3%,19.707,38.4%,69.0%,0.526,0.948,,0.629,0.643,,,+5.9,1.000,,0.918,,,,72.1,66.1,,106.3%,96.0%,,45.3%,38.7%,,35.8%,65.5%,53.1%,10.9%,22.7%,20.3%,,8.8%,26.0%
13,2010,Gonzaga,54.0%,25.148,31.6%,73.1%,0.503,0.949,,0.788,0.625,,,+8.6,1.079,,0.958,,,,76.8,68.2,,114.2%,99.7%,,49.1%,41.2%,,35.5%,66.7%,53.0%,9.1%,18.0%,17.4%,,7.0%,25.4%
14,2010,Houston,48.1%,21.311,28.6%,62.5%,0.452,1.033,,0.529,0.286,,,+3.3,1.071,,1.026,,,,78.8,75.5,,103.5%,110.0%,,41.8%,46.3%,,35.6%,70.6%,44.4%,12.8%,11.7%,22.5%,,5.0%,25.3%
15,2010,Kansas,55.1%,23.729,37.5%,70.8%,0.590,0.983,,0.917,0.800,,,+17.4,1.144,,0.901,,,,81.6,64.2,,116.3%,93.9%,,48.9%,37.9%,,40.4%,69.9%,54.7%,11.7%,18.2%,19.2%,,10.8%,25.6%
16,2010,Kansas St,50.6%,26.802,39.5%,68.6%,0.547,0.988,,0.778,0.571,,,+9.9,1.076,,0.941,,,,79.6,69.7,,108.8%,103.6%,,44.8%,41.7%,,36.0%,66.9%,53.2%,10.2%,19.0%,22.7%,,9.3%,30.2%
17,2010,Kentucky,53.0%,23.604,39.9%,70.7%,0.538,0.981,,0.921,1.000,,,+14.3,1.095,,0.898,,,,79.3,64.9,,112.0%,93.5%,,47.8%,37.8%,,33.1%,66.8%,55.5%,10.1%,19.7%,19.0%,,11.8%,23.3%
18,2010,Lehigh,51.4%,24.230,27.9%,71.4%,0.588,0.941,,0.667,0.000,,,+4.5,1.046,,0.984,,,,75.1,70.6,,111.0%,104.0%,,45.4%,42.7%,,39.9%,71.8%,50.9%,8.6%,17.9%,18.5%,,4.4%,24.8%
19,2010,Louisville,51.4%,21.264,38.8%,65.9%,0.583,0.995,,0.606,0.286,,,+6.1,1.085,,0.998,,,,75.9,69.8,,109.3%,105.2%,,44.7%,42.9%,,33.7%,70.1%,51.2%,11.2%,19.5%,21.4%,,7.4%,28.7%
20,2010,Marquette,52.8%,21.652,28.6%,68.4%,0.599,0.976,,0.647,0.471,,,+8.4,1.100,,0.973,,,,73.1,64.6,,112.8%,104.7%,,45.6%,45.0%,,41.3%,74.1%,49.0%,11.9%,15.2%,21.2%,,3.9%,25.5%
21,2010,Maryland,51.8%,21.042,34.0%,65.2%,0.565,0.992,,0.719,0.500,,,+10.8,1.093,,0.944,,,,79.7,68.8,,110.6%,96.9%,,47.1%,39.5%,,38.6%,73.0%,50.1%,10.7%,15.9%,20.3%,,7.2%,23.1%
22,2010,Michigan St,51.6%,20.866,38.9%,75.0%,0.622,0.968,,0.757,0.636,,,+8.0,1.060,,0.942,,,,71.8,63.8,,109.3%,100.6%,,47.1%,40.6%,,34.4%,68.5%,56.4%,9.7%,20.2%,17.8%,,6.0%,26.6%
23,2010,Minnesota,53.1%,19.389,32.3%,71.1%,0.639,0.958,,0.600,0.417,,,+8.3,1.061,,0.939,,,,72.4,64.1,,111.9%,99.7%,,46.8%,40.0%,,39.9%,70.0%,51.3%,11.4%,18.2%,20.2%,,10.2%,24.2%
24,2010,Missouri,50.1%,20.777,32.2%,63.4%,0.564,0.980,,0.676,0.500,,,+11.0,1.056,,0.905,,,,77.3,66.2,,107.5%,100.6%,,44.0%,41.0%,,36.8%,72.4%,48.0%,14.9%,17.1%,26.0%,,8.5%,26.4%
25,2010,Montana,54.2%,21.004,28.2%,71.9%,0.493,0.933,,0.667,0.583,,,+6.9,1.071,,0.965,,,,69.0,62.2,,114.8%,101.9%,,47.9%,42.1%,,39.3%,71.9%,51.7%,9.8%,18.6%,18.8%,,6.2%,28.5%
26,2010,Morgan St,47.5%,25.522,39.3%,67.9%,0.480,1.000,,0.730,0.700,,,+5.6,1.044,,0.967,,,,76.0,70.4,,104.0%,101.3%,,42.9%,42.3%,,33.2%,70.0%,52.4%,9.0%,18.3%,19.3%,,7.1%,29.0%
27,2010,Murray St,55.2%,22.827,38.9%,70.2%,0.567,0.952,,0.853,0.625,,,+14.1,1.091,,0.886,,,,75.1,60.9,,116.3%,96.0%,,49.2%,38.9%,,38.1%,69.4%,54.3%,13.0%,20.6%,23.0%,,9.8%,25.5%
28,2010,New Mexico,50.6%,24.951,33.8%,75.0%,0.560,1.004,,0.857,0.917,,,+8.7,1.090,,0.965,,,,75.9,67.2,,108.2%,104.9%,,43.8%,42.8%,,36.9%,66.9%,53.6%,9.5%,15.8%,18.9%,,6.2%,25.2%
29,2010,N Mex State,53.2%,21.374,29.3%,66.5%,0.529,0.958,,0.636,0.889,,,+0.4,1.072,,1.067,,,,78.2,77.8,,112.7%,107.9%,,46.0%,44.9%,,37.5%,69.7%,48.5%,8.3%,17.5%,18.0%,,5.2%,24.0%
30,2010,North Texas,50.4%,28.068,31.6%,71.5%,0.495,0.925,,0.710,0.846,,,+2.8,1.024,,0.985,,,,73.1,70.3,,110.9%,102.9%,,45.4%,43.6%,,32.8%,71.9%,52.1%,6.1%,20.5%,17.6%,,4.9%,25.3%
31,2010,N Iowa,49.6%,23.139,29.7%,74.1%,0.491,0.964,,0.857,0.875,,,+8.2,1.049,,0.913,,,,63.3,55.1,,108.2%,99.5%,,42.9%,40.6%,,35.4%,75.8%,52.0%,9.4%,17.4%,19.9%,,4.1%,26.3%
32,2010,Notre Dame,53.7%,23.283,32.3%,70.7%,0.637,0.993,,0.657,0.385,,,+6.9,1.140,,1.036,,,,75.3,68.4,,114.2%,105.3%,,47.0%,43.5%,,38.8%,72.3%,52.5%,8.4%,15.4%,15.2%,,5.2%,22.9%
33,2010,Oakland,49.0%,24.030,35.1%,71.3%,0.491,0.971,,0.727,0.875,,,+2.7,1.041,,1.003,,,,74.9,72.2,,106.7%,106.1%,,44.1%,45.8%,,31.6%,71.6%,52.6%,9.0%,18.7%,17.9%,,8.2%,25.1%
34,2010,Ohio,49.4%,23.948,28.6%,66.3%,0.574,0.957,,0.583,0.273,,,+4.6,1.030,,0.966,,,,73.9,69.4,,107.7%,101.3%,,42.9%,41.7%,,36.5%,72.8%,48.8%,10.5%,17.5%,20.7%,,4.4%,26.2%
35,2010,Ohio State,56.1%,20.226,27.6%,71.7%,0.554,0.946,,0.784,0.400,,,+12.6,1.113,,0.924,,,,74.1,61.5,,117.2%,100.3%,,49.2%,41.0%,,39.0%,69.6%,51.2%,10.7%,16.9%,20.9%,,7.8%,22.9%
36,2010,Oklahoma St,52.4%,21.089,27.6%,73.2%,0.491,0.947,,0.667,0.500,,,+5.9,1.060,,0.975,,,,73.8,68.0,,111.6%,103.9%,,45.1%,42.0%,,34.9%,71.4%,51.0%,9.3%,17.7%,18.8%,,4.5%,28.9%
37,2010,Old Dominion,48.8%,17.423,41.0%,71.5%,0.601,1.008,,0.750,0.857,,,+9.6,1.039,,0.890,,,,67.1,57.5,,102.4%,97.1%,,44.7%,40.3%,,31.7%,64.9%,55.8%,12.2%,19.5%,21.5%,,5.6%,24.1%
38,2010,Pittsburgh,49.6%,24.093,34.1%,70.9%,0.663,0.974,,0.735,0.667,,,+6.9,1.048,,0.943,,,,68.7,61.8,,107.1%,96.1%,,44.6%,40.0%,,34.3%,69.3%,53.7%,7.9%,18.3%,16.3%,,7.4%,26.6%
39,2010,Purdue,49.1%,22.723,27.5%,71.5%,0.569,0.965,,0.829,0.875,,,+9.2,1.027,,0.892,,,,70.5,61.3,,106.5%,98.7%,,44.3%,39.9%,,31.8%,72.3%,48.9%,10.3%,15.6%,22.3%,,8.8%,27.1%
40,2010,Richmond,51.1%,18.558,24.1%,66.8%,0.510,0.948,,0.743,0.786,,,+6.6,1.021,,0.924,,,,69.3,62.7,,108.2%,97.2%,,44.7%,39.5%,,35.5%,70.0%,46.2%,12.2%,16.2%,21.8%,,8.2%,26.6%
41,2010,Rob Morris,48.9%,23.481,33.0%,69.4%,0.531,0.931,,0.657,0.600,,,+2.7,0.985,,0.947,,,,68.5,65.9,,105.4%,104.4%,,43.6%,40.7%,,36.1%,66.6%,51.1%,11.0%,21.1%,22.2%,,4.4%,31.0%
42,2010,Sam Hous St,53.7%,22.176,32.3%,71.3%,0.722,0.964,,0.724,0.625,,,+7.0,1.095,,0.998,,,,79.2,72.2,,113.8%,107.8%,,46.2%,44.7%,,37.6%,70.6%,51.8%,10.4%,18.3%,20.6%,,3.9%,28.4%
43,2010,San Diego St,51.7%,20.844,39.6%,70.8%,0.520,0.980,,0.719,0.583,,,+7.1,1.058,,0.949,,,,69.5,62.3,,107.8%,100.7%,,46.8%,40.7%,,31.8%,61.9%,54.5%,11.0%,19.9%,19.5%,,8.7%,25.4%
44,2010,Siena,49.3%,21.877,33.8%,72.8%,0.523,0.991,,0.794,0.667,,,+9.6,1.046,,0.912,,,,75.1,65.5,,105.3%,99.5%,,45.4%,42.8%,,32.1%,67.3%,52.9%,12.2%,16.8%,20.8%,,5.9%,19.3%
45,2010,St Marys,55.3%,20.935,33.3%,71.1%,0.575,0.979,,0.818,0.600,,,+11.2,1.139,,0.975,,,,77.8,66.6,,117.3%,98.1%,,48.0%,42.6%,,40.6%,76.1%,52.8%,7.2%,16.4%,15.6%,,8.6%,24.1%
46,2010,Syracuse,57.6%,19.994,36.5%,66.9%,0.646,0.939,,0.857,0.833,,,+14.5,1.123,,0.922,,,,80.9,66.4,,119.2%,96.4%,,51.6%,39.8%,,39.1%,67.7%,53.0%,13.3%,20.9%,20.9%,,10.3%,20.4%
47,2010,Temple,49.1%,16.454,30.5%,73.8%,0.606,0.987,,0.829,0.833,,,+8.2,1.019,,0.891,,,,64.9,56.8,,103.5%,92.9%,,43.8%,38.3%,,33.7%,68.9%,52.8%,7.3%,16.1%,17.5%,,5.5%,23.3%
48,2010,Tennessee,50.6%,19.731,31.5%,69.3%,0.533,0.963,,0.757,0.750,,,+8.3,1.032,,0.916,,,,73.5,65.2,,107.0%,99.6%,,45.6%,39.6%,,32.0%,67.1%,50.8%,11.0%,18.2%,22.4%,,6.6%,27.7%
49,2010,Texas,51.1%,21.388,38.4%,72.4%,0.484,0.997,,0.706,0.400,,,+11.2,1.062,,0.916,,,,81.2,70.0,,107.2%,97.6%,,46.6%,40.3%,,34.6%,63.3%,53.7%,10.3%,17.6%,19.7%,,9.3%,25.8%
50,2010,Texas A&M,49.6%,25.349,32.4%,72.7%,0.510,0.973,,0.697,0.545,,,+6.5,1.036,,0.941,,,,70.8,64.3,,106.7%,101.2%,,43.8%,41.1%,,33.8%,66.4%,51.9%,9.7%,17.8%,19.9%,,6.0%,26.5%
51,2010,UCSB,50.7%,22.759,25.9%,68.7%,0.609,0.890,,0.655,0.833,,,+1.0,0.972,,0.958,,,,67.0,66.0,,108.9%,103.1%,,43.9%,41.8%,,37.6%,68.2%,48.3%,9.5%,21.8%,21.4%,,5.8%,27.2%
52,2010,UNLV,52.2%,18.492,27.5%,71.1%,0.608,0.956,,0.727,0.500,,,+8.4,1.054,,0.932,,,,72.5,64.1,,110.3%,102.0%,,46.2%,40.0%,,33.3%,71.8%,49.4%,11.1%,16.8%,21.7%,,6.7%,29.3%
53,2010,Utah State,55.1%,19.326,32.2%,74.6%,0.620,0.983,,0.765,0.200,,,+12.5,1.144,,0.948,,,,73.0,60.4,,116.2%,99.2%,,48.9%,40.7%,,41.5%,75.6%,54.3%,7.1%,15.9%,17.1%,,6.5%,25.5%
54,2010,TX El Paso,52.8%,21.117,28.0%,72.5%,0.548,0.940,,0.788,1.000,,,+10.7,1.047,,0.898,,,,75.3,64.6,,111.3%,98.0%,,47.4%,39.2%,,34.3%,67.3%,50.6%,12.1%,18.1%,21.4%,,6.7%,27.1%
55,2010,Vanderbilt,52.6%,26.674,31.0%,68.0%,0.510,0.939,,0.719,0.667,,,+7.4,1.071,,0.969,,,,77.2,69.8,,113.9%,99.6%,,47.1%,41.7%,,36.8%,72.3%,50.2%,8.0%,18.7%,18.0%,,8.3%,26.8%
56,2010,Vermont,48.2%,26.407,35.5%,67.9%,0.512,0.961,,0.714,0.714,,,+5.4,1.015,,0.937,,,,70.2,64.8,,105.6%,97.8%,,43.8%,40.1%,,31.7%,68.7%,52.0%,9.9%,19.8%,19.7%,,7.1%,26.2%
57,2010,Villanova,52.2%,26.497,36.6%,71.3%,0.498,0.973,,0.758,0.667,,,+9.0,1.101,,0.980,,,,81.8,72.8,,113.9%,105.1%,,45.8%,40.9%,,37.3%,75.5%,53.4%,10.6%,18.1%,20.1%,,7.2%,29.7%
58,2010,Wake Forest,47.0%,22.052,37.9%,68.1%,0.455,0.983,,0.645,0.667,,,+3.3,0.993,,0.949,,,,72.8,69.5,,101.2%,96.4%,,43.4%,39.0%,,30.8%,65.7%,53.0%,9.7%,20.4%,18.3%,,8.6%,27.5%
59,2010,Washington,49.7%,24.249,35.4%,70.3%,0.513,0.985,,0.722,0.667,,,+9.2,1.060,,0.937,,,,79.2,70.0,,107.9%,101.8%,,45.4%,42.1%,,33.6%,72.0%,52.5%,9.8%,16.9%,21.3%,,7.3%,28.4%
60,2010,W Virginia,48.9%,24.202,40.7%,69.8%,0.625,1.030,,0.816,0.700,,,+8.9,1.090,,0.956,,,,72.4,63.5,,105.8%,101.4%,,43.0%,41.7%,,33.7%,70.4%,54.5%,8.4%,17.2%,19.8%,,7.7%,27.1%
61,2010,Winthrop,41.6%,19.350,32.3%,71.6%,0.473,1.001,,0.548,0.636,,,+0.1,0.909,,0.908,,,,62.0,61.9,,90.5%,99.3%,,38.2%,40.4%,,25.8%,63.7%,50.9%,12.5%,17.3%,21.7%,,7.2%,28.0%
62,2010,Wisconsin,51.4%,20.602,29.2%,76.1%,0.531,1.007,,0.727,0.500,,,+10.2,1.096,,0.930,,,,67.1,56.9,,109.6%,101.0%,,44.3%,42.4%,,35.7%,73.2%,51.3%,9.3%,13.6%,19.4%,,7.1%,26.5%
63,2010,Wofford,49.1%,23.732,30.8%,72.3%,0.568,0.970,,0.735,0.455,,,+6.8,1.026,,0.924,,,,68.4,61.6,,105.7%,100.2%,,43.8%,41.8%,,34.8%,67.0%,52.0%,10.3%,17.3%,20.5%,,4.0%,26.7%
64,2010,Xavier,52.2%,23.989,32.9%,73.4%,0.514,0.970,,0.743,0.538,,,+10.3,1.079,,0.940,,,,79.8,69.5,,111.9%,97.5%,,46.2%,41.0%,,37.7%,71.1%,53.5%,9.1%,17.3%,17.2%,,6.1%,25.5%
0,2011,Akron,49.7%,18.199,25.9%,68.9%,0.576,0.951,,0.629,0.714,,,+3.2,1.003,,0.957,,,,69.6,66.4,,105.7%,100.7%,,42.8%,41.8%,,36.0%,70.6%,47.8%,9.1%,17.0%,19.8%,,6.1%,27.8%
